time,syscall,tool,depth
0.000662,posix_spawnp,perf,10
0.0006259999999999999,posix_spawnp,perf,10
0.0007959999999999999,posix_spawnp,perf,100
0.00040100000000000004,posix_spawnp,perf,1000
0.0006550000000000001,posix_spawnp,perf,10
0.0010659999999999999,posix_spawnp,perf,1000
0.0004489999999999999,posix_spawnp,perf,100
0.0006960000000000002,posix_spawnp,perf,10
0.000203,posix_spawnp,perf,1000
0.000812,posix_spawnp,perf,10
0.0004320000000000001,posix_spawnp,perf,1000
0.000518,posix_spawnp,perf,100
0.0005840000000000001,posix_spawnp,perf,100
0.001583,posix_spawnp,perf,10
8.400000000000001e-05,posix_spawnp,perf,10
0.000459,posix_spawnp,perf,100
0.000348,posix_spawnp,perf,1000
0.000792,posix_spawnp,perf,1000
0.000625,posix_spawnp,perf,10
0.0004270000000000001,posix_spawnp,perf,1000
0.000683,posix_spawnp,perf,10
0.0004980000000000001,posix_spawnp,perf,10
0.00017999999999999998,posix_spawnp,perf,10
0.0005300000000000001,posix_spawnp,perf,1000
8.300000000000001e-05,posix_spawnp,perf,1000
0.00044099999999999993,posix_spawnp,perf,10
0.0004290000000000001,posix_spawnp,perf,100
0.0007219999999999999,posix_spawnp,perf,1000
0.000624,posix_spawnp,perf,10
0.0005560000000000001,posix_spawnp,perf,100
0.0004940000000000001,posix_spawnp,perf,10
0.001155,posix_spawnp,perf,1000
0.000447,posix_spawnp,perf,100
0.002536,posix_spawnp,perf,10
0.000326,posix_spawnp,perf,100
0.000624,posix_spawnp,perf,100
0.000494,posix_spawnp,perf,100
0.0004290000000000001,posix_spawnp,perf,100
0.0005189999999999999,posix_spawnp,perf,100
0.001199,posix_spawnp,perf,1000
0.008425,posix_spawnp,perf,1000
0.001623,posix_spawnp,perf,10
0.0004,posix_spawnp,perf,100
0.000303,posix_spawnp,perf,1000
0.000476,posix_spawnp,perf,1000
0.000422,posix_spawnp,perf,1000
0.001062,posix_spawnp,perf,100
0.0005309999999999999,posix_spawnp,perf,100
0.00035,posix_spawnp,perf,100
0.0008989999999999998,posix_spawnp,perf,10
0.0028610000000000003,posix_spawnp,perf,10
0.00043900000000000005,posix_spawnp,perf,100
0.00043100000000000007,posix_spawnp,perf,1000
0.0006609999999999999,posix_spawnp,perf,1000
0.434,clone,perf,1000
0.454,clone,perf,10
0.802,clone,perf,1000
0.342,clone,perf,1000
0.384,clone,perf,100
0.377,clone,perf,1000
0.377,clone,perf,1000
0.634,clone,perf,10
0.461,clone,perf,10
0.41500000000000004,clone,perf,10
0.425,clone,perf,100
0.37,clone,perf,100
0.549,clone,perf,10
0.384,clone,perf,100
0.037,clone,perf,1000
446744073.707258,clone,perf,10
0.41400000000000003,clone,perf,100
0.363,clone,perf,1000
0.396,clone,perf,1000
0.34700000000000003,clone,perf,1000
0.522,clone,perf,100
0.052000000000000005,clone,perf,10
0.338,clone,perf,10
0.321,clone,perf,100
,clone,perf,10
0.39,clone,perf,100
0.38,clone,perf,100
0.445,clone,perf,10
0.996,clone,perf,1000
0.34900000000000003,clone,perf,10
0.397,clone,perf,100
0.4,clone,perf,10
0.417,clone,perf,100
0.516,clone,perf,1000
0.41000000000000003,clone,perf,100
446744073.24727696,clone,perf,1000
0.35100000000000003,clone,perf,10
0.512,clone,perf,10
0.342,clone,perf,100
446744073.302703,clone,perf,1000
0.376,clone,perf,10
446744073.273531,clone,perf,1000
0.40700000000000003,clone,perf,100
446744073.70572305,clone,perf,10
446744073.675395,clone,perf,1000
0.306,clone,perf,10
0.41600000000000004,clone,perf,1000
0.401,clone,perf,100
0.401,clone,perf,100
0.443,clone,perf,10
0.46,clone,perf,10
0.356,clone,perf,100
0.092,clone,perf,1000
0.393,clone,perf,1000
0.504,clone,perf,10
0.36,clone,perf,1000
0.555,clone,perf,10
0.34600000000000003,clone,perf,10
0.337,clone,perf,10
0.371,clone,perf,1000
0.403,clone,perf,1000
0.496,clone,perf,10
0.339,clone,perf,100
0.385,clone,perf,1000
446744073.70614505,clone,perf,10
0.384,clone,perf,100
446744073.705535,clone,perf,10
0.105,clone,perf,1000
0.463,clone,perf,100
0.435,clone,perf,10
0.372,clone,perf,100
0.337,clone,perf,100
0.492,clone,perf,100
0.437,clone,perf,100
0.445,clone,perf,100
0.4,clone,perf,1000
0.386,clone,perf,1000
0.379,clone,perf,10
0.447,clone,perf,100
0.42,clone,perf,1000
0.364,clone,perf,1000
446744073.18837905,clone,perf,1000
0.406,clone,perf,100
0.389,clone,perf,100
0.589,clone,perf,100
0.544,clone,perf,10
0.483,clone,perf,10
0.335,clone,perf,100
446744073.636406,clone,perf,1000
0.395,clone,perf,1000
0.001578,execvp,strace,1000
0.000158,execvp,strace,10
0.001091,execvp,strace,1000
0.000951,execvp,strace,1000
0.000578,execvp,strace,100
0.000838,execvp,strace,1000
0.000786,execvp,strace,1000
0.000594,execvp,strace,10
0.000196,execvp,strace,10
0.00016800000000000002,execvp,strace,10
0.000633,execvp,strace,100
0.005164,execvp,strace,100
0.000146,execvp,strace,10
0.000435,execvp,strace,100
0.00103,execvp,strace,1000
0.003529,execvp,strace,10
0.000405,execvp,strace,100
0.0007869999999999999,execvp,strace,1000
0.0011589999999999999,execvp,strace,1000
0.0009029999999999999,execvp,strace,1000
0.000463,execvp,strace,100
0.000126,execvp,strace,10
0.0012770000000000001,execvp,strace,10
0.000837,execvp,strace,100
0.000114,execvp,strace,10
0.002436,execvp,strace,100
0.000464,execvp,strace,100
0.000411,execvp,strace,10
0.000859,execvp,strace,1000
0.000386,execvp,strace,10
0.001103,execvp,strace,100
0.000693,execvp,strace,10
0.000609,execvp,strace,100
0.00099,execvp,strace,1000
0.000812,execvp,strace,100
0.0008759999999999999,execvp,strace,1000
0.000166,execvp,strace,10
0.00039400000000000004,execvp,strace,10
0.000503,execvp,strace,100
0.001265,execvp,strace,1000
0.000387,execvp,strace,10
0.0015400000000000001,execvp,strace,1000
0.000659,execvp,strace,100
0.0022489999999999997,execvp,strace,10
0.001052,execvp,strace,1000
0.000303,execvp,strace,10
0.000961,execvp,strace,1000
0.00102,execvp,strace,100
0.00043099999999999996,execvp,strace,100
0.000417,execvp,strace,10
0.000491,execvp,strace,10
0.000567,execvp,strace,100
0.000793,execvp,strace,1000
0.0009,execvp,strace,1000
0.000389,execvp,strace,10
0.00084,execvp,strace,1000
0.000619,execvp,strace,10
0.000122,execvp,strace,10
0.000148,execvp,strace,10
0.000543,execvp,strace,1000
0.000915,execvp,strace,1000
0.000402,execvp,strace,10
0.001018,execvp,strace,100
0.005584,execvp,strace,1000
0.001418,execvp,strace,10
0.000572,execvp,strace,100
0.000353,execvp,strace,10
0.000867,execvp,strace,1000
0.00164,execvp,strace,100
0.000463,execvp,strace,10
0.001011,execvp,strace,100
0.00036300000000000004,execvp,strace,100
0.000638,execvp,strace,100
0.00058,execvp,strace,100
0.000422,execvp,strace,100
0.001046,execvp,strace,1000
0.00152,execvp,strace,1000
0.001952,execvp,strace,10
0.000811,execvp,strace,100
0.000791,execvp,strace,1000
0.001323,execvp,strace,1000
0.002316,execvp,strace,1000
0.000523,execvp,strace,100
0.000767,execvp,strace,100
0.0006460000000000001,execvp,strace,100
0.000561,execvp,strace,10
0.000205,execvp,strace,10
0.00167,execvp,strace,100
0.001243,execvp,strace,1000
0.0008370000000000001,execvp,strace,1000
0.000124,fork,strace,1000
0.000141,fork,strace,10
0.000184,fork,strace,1000
0.000137,fork,strace,1000
0.000111,fork,strace,100
0.00012,fork,strace,1000
0.000144,fork,strace,1000
0.000106,fork,strace,10
0.000343,fork,strace,10
0.000149,fork,strace,10
0.0001,fork,strace,100
0.000137,fork,strace,100
0.000114,fork,strace,10
0.000132,fork,strace,100
0.000134,fork,strace,1000
0.000103,fork,strace,10
0.000332,fork,strace,100
0.000124,fork,strace,1000
0.00013,fork,strace,1000
0.000124,fork,strace,1000
0.00012,fork,strace,100
0.000102,fork,strace,10
0.000141,fork,strace,10
0.000131,fork,strace,100
0.000117,fork,strace,10
0.000121,fork,strace,100
0.000351,fork,strace,100
0.000119,fork,strace,10
0.000107,fork,strace,1000
0.000322,fork,strace,10
9.8e-05,fork,strace,100
0.000132,fork,strace,10
0.000135,fork,strace,100
0.00016,fork,strace,1000
0.000122,fork,strace,100
0.0001,fork,strace,1000
0.000147,fork,strace,10
0.000138,fork,strace,10
0.00011,fork,strace,100
0.000132,fork,strace,1000
0.000167,fork,strace,10
0.000126,fork,strace,1000
0.000142,fork,strace,100
0.000129,fork,strace,10
0.0001,fork,strace,1000
0.002767,fork,strace,10
0.000139,fork,strace,1000
0.000122,fork,strace,100
0.000123,fork,strace,100
0.000113,fork,strace,10
0.000121,fork,strace,10
0.000114,fork,strace,100
0.00039,fork,strace,1000
0.000127,fork,strace,1000
9.7e-05,fork,strace,10
0.000175,fork,strace,1000
0.000122,fork,strace,10
0.000154,fork,strace,10
0.000125,fork,strace,10
0.000137,fork,strace,1000
0.000136,fork,strace,1000
0.000198,fork,strace,10
0.000127,fork,strace,100
0.000194,fork,strace,1000
9.7e-05,fork,strace,10
0.000128,fork,strace,100
0.000135,fork,strace,10
0.000158,fork,strace,1000
0.000113,fork,strace,100
0.000104,fork,strace,10
0.000102,fork,strace,100
0.000136,fork,strace,100
9.9e-05,fork,strace,100
0.000106,fork,strace,100
0.000157,fork,strace,100
9.8e-05,fork,strace,1000
0.000105,fork,strace,1000
0.000113,fork,strace,10
0.000148,fork,strace,100
0.000165,fork,strace,1000
0.00011,fork,strace,1000
0.000101,fork,strace,1000
0.000152,fork,strace,100
0.000115,fork,strace,100
0.000115,fork,strace,100
0.000142,fork,strace,10
0.000205,fork,strace,10
0.000145,fork,strace,100
0.000123,fork,strace,1000
0.000137,fork,strace,1000
0.0026699999999999996,posix_spawnp,strace,1000
0.002151,posix_spawnp,strace,10
0.001277,posix_spawnp,strace,1000
0.000908,posix_spawnp,strace,1000
0.000949,posix_spawnp,strace,100
0.001173,posix_spawnp,strace,1000
0.0008290000000000001,posix_spawnp,strace,1000
0.000373,posix_spawnp,strace,10
0.0006410000000000001,posix_spawnp,strace,10
0.000584,posix_spawnp,strace,10
0.0009270000000000001,posix_spawnp,strace,100
0.000768,posix_spawnp,strace,100
0.0007340000000000001,posix_spawnp,strace,10
0.001268,posix_spawnp,strace,100
0.003071,posix_spawnp,strace,1000
0.000379,posix_spawnp,strace,10
0.002174,posix_spawnp,strace,100
0.0021809999999999998,posix_spawnp,strace,1000
0.0008240000000000001,posix_spawnp,strace,1000
0.0021000000000000003,posix_spawnp,strace,1000
0.000546,posix_spawnp,strace,100
0.0007170000000000001,posix_spawnp,strace,10
0.000511,posix_spawnp,strace,10
0.00028,posix_spawnp,strace,100
0.000616,posix_spawnp,strace,10
0.000543,posix_spawnp,strace,100
0.000568,posix_spawnp,strace,100
0.00044899999999999996,posix_spawnp,strace,10
0.004288,posix_spawnp,strace,1000
0.000437,posix_spawnp,strace,10
0.002118,posix_spawnp,strace,100
0.0013859999999999999,posix_spawnp,strace,10
0.003433,posix_spawnp,strace,100
0.0030420000000000004,posix_spawnp,strace,1000
0.0004959999999999999,posix_spawnp,strace,100
0.0010240000000000002,posix_spawnp,strace,1000
0.000885,posix_spawnp,strace,10
0.000653,posix_spawnp,strace,10
0.000457,posix_spawnp,strace,100
0.000913,posix_spawnp,strace,1000
0.0006529999999999999,posix_spawnp,strace,10
0.001184,posix_spawnp,strace,1000
0.001025,posix_spawnp,strace,100
0.0006540000000000001,posix_spawnp,strace,10
0.0027819999999999998,posix_spawnp,strace,1000
0.001154,posix_spawnp,strace,10
0.001077,posix_spawnp,strace,1000
0.000273,posix_spawnp,strace,100
0.000313,posix_spawnp,strace,100
0.000577,posix_spawnp,strace,10
0.000473,posix_spawnp,strace,10
0.000596,posix_spawnp,strace,100
0.00246,posix_spawnp,strace,1000
0.006064,posix_spawnp,strace,1000
0.001126,posix_spawnp,strace,10
0.001333,posix_spawnp,strace,1000
0.0005,posix_spawnp,strace,10
0.000508,posix_spawnp,strace,10
0.000511,posix_spawnp,strace,10
0.005624,posix_spawnp,strace,1000
0.00258,posix_spawnp,strace,1000
0.001574,posix_spawnp,strace,10
0.000554,posix_spawnp,strace,100
0.0010479999999999999,posix_spawnp,strace,1000
0.000634,posix_spawnp,strace,10
0.001192,posix_spawnp,strace,100
0.0008110000000000001,posix_spawnp,strace,10
0.001662,posix_spawnp,strace,1000
0.000482,posix_spawnp,strace,100
0.001572,posix_spawnp,strace,10
0.0019429999999999998,posix_spawnp,strace,100
0.000896,posix_spawnp,strace,100
0.00196,posix_spawnp,strace,100
0.000545,posix_spawnp,strace,100
0.002014,posix_spawnp,strace,100
0.001906,posix_spawnp,strace,1000
0.003499,posix_spawnp,strace,1000
0.006888,posix_spawnp,strace,10
0.0006039999999999999,posix_spawnp,strace,100
0.011703000000000002,posix_spawnp,strace,1000
0.001065,posix_spawnp,strace,1000
0.001039,posix_spawnp,strace,1000
0.001467,posix_spawnp,strace,100
0.0005870000000000001,posix_spawnp,strace,100
0.0007340000000000001,posix_spawnp,strace,100
0.001366,posix_spawnp,strace,10
0.001892,posix_spawnp,strace,10
0.001353,posix_spawnp,strace,100
0.002788,posix_spawnp,strace,1000
0.006568999999999999,posix_spawnp,strace,1000
0.001506,clone,strace,1000
0.000303,clone,strace,10
0.001594,clone,strace,1000
0.000585,clone,strace,1000
0.00042,clone,strace,100
0.000765,clone,strace,1000
0.00076,clone,strace,1000
0.000263,clone,strace,10
0.000487,clone,strace,10
0.000297,clone,strace,10
0.000369,clone,strace,100
0.000516,clone,strace,100
0.000759,clone,strace,10
0.001622,clone,strace,100
0.000763,clone,strace,1000
0.000325,clone,strace,10
0.000454,clone,strace,100
0.0007,clone,strace,1000
0.000563,clone,strace,1000
0.000502,clone,strace,1000
0.000376,clone,strace,100
0.000279,clone,strace,10
0.000305,clone,strace,10
0.000173,clone,strace,100
0.001124,clone,strace,10
0.000414,clone,strace,100
0.000204,clone,strace,100
0.00016,clone,strace,10
0.000918,clone,strace,1000
0.000254,clone,strace,10
0.000301,clone,strace,100
0.000219,clone,strace,10
0.000209,clone,strace,100
0.000709,clone,strace,1000
0.000419,clone,strace,100
0.004945,clone,strace,1000
0.000759,clone,strace,10
0.00044,clone,strace,10
0.000358,clone,strace,100
0.003403,clone,strace,1000
0.001948,clone,strace,10
0.000575,clone,strace,1000
0.00037,clone,strace,100
0.000304,clone,strace,10
0.00085,clone,strace,1000
0.000261,clone,strace,10
0.000487,clone,strace,1000
0.00088,clone,strace,100
0.001724,clone,strace,100
0.000166,clone,strace,10
0.000372,clone,strace,10
0.000299,clone,strace,100
0.000587,clone,strace,1000
0.000492,clone,strace,1000
0.000477,clone,strace,10
0.000911,clone,strace,1000
0.000526,clone,strace,10
0.000449,clone,strace,10
0.000563,clone,strace,10
0.000536,clone,strace,1000
0.000672,clone,strace,1000
0.001163,clone,strace,10
0.000386,clone,strace,100
0.003733,clone,strace,1000
0.002198,clone,strace,10
0.000372,clone,strace,100
0.000357,clone,strace,10
0.000406,clone,strace,1000
0.000328,clone,strace,100
0.000231,clone,strace,10
0.000973,clone,strace,100
0.000735,clone,strace,100
0.000397,clone,strace,100
0.000246,clone,strace,100
0.000217,clone,strace,100
0.002316,clone,strace,1000
0.000789,clone,strace,1000
0.000709,clone,strace,10
0.000508,clone,strace,100
0.000492,clone,strace,1000
0.000567,clone,strace,1000
0.00265,clone,strace,1000
0.00056,clone,strace,100
0.001999,clone,strace,100
0.000446,clone,strace,100
0.000231,clone,strace,10
0.000406,clone,strace,10
0.000427,clone,strace,100
0.000769,clone,strace,1000
0.000517,clone,strace,1000
